"","name","date","region","admissions","deaths"
"1607","Dose 1","2021-03-05","south_east",29,8
"1608","Dose 2","2021-03-05","south_east",1,0
"1609","Unvaccinated","2021-03-05","south_east",16,10
"1610","Dose 1","2021-03-05","south_west",11,3
"1611","Dose 2","2021-03-05","south_west",1,1
"1612","Unvaccinated","2021-03-05","south_west",16,0
"1613","Dose 1","2021-03-06","east_of_england",14,11
"1614","Unvaccinated","2021-03-06","east_of_england",16,3
"1615","Dose 1","2021-03-06","england",137,76
"1616","Dose 2","2021-03-06","england",3,2
"1617","Unvaccinated","2021-03-06","england",170,45
"1618","Dose 1","2021-03-06","london",13,6
"1619","Unvaccinated","2021-03-06","london",16,1
"1620","Dose 1","2021-03-06","midlands",34,15
"1621","Dose 2","2021-03-06","midlands",1,2
"1622","Unvaccinated","2021-03-06","midlands",45,9
"1623","Dose 1","2021-03-06","north_east_and_yorkshire",22,14
"1624","Unvaccinated","2021-03-06","north_east_and_yorkshire",44,13
"1625","Dose 1","2021-03-06","north_west",30,12
"1626","Dose 2","2021-03-06","north_west",1,0
"1627","Unvaccinated","2021-03-06","north_west",27,4
"1628","Dose 1","2021-03-06","south_east",18,11
"1629","Unvaccinated","2021-03-06","south_east",14,2
"1630","Dose 1","2021-03-06","south_west",6,5
"1631","Dose 2","2021-03-06","south_west",1,0
"1632","Unvaccinated","2021-03-06","south_west",8,0
"1633","Dose 1","2021-03-07","east_of_england",13,10
"1634","Unvaccinated","2021-03-07","east_of_england",14,7
"1635","Dose 1","2021-03-07","england",160,61
"1636","Unvaccinated","2021-03-07","england",146,42
"1637","Dose 1","2021-03-07","london",8,1
"1638","Unvaccinated","2021-03-07","london",21,5
"1639","Dose 1","2021-03-07","midlands",36,13
"1640","Unvaccinated","2021-03-07","midlands",30,10
"1641","Dose 1","2021-03-07","north_east_and_yorkshire",35,12
"1642","Unvaccinated","2021-03-07","north_east_and_yorkshire",36,5
"1643","Dose 1","2021-03-07","north_west",38,11
"1644","Unvaccinated","2021-03-07","north_west",26,4
"1645","Dose 1","2021-03-07","south_east",24,9
"1646","Unvaccinated","2021-03-07","south_east",13,4
"1647","Dose 1","2021-03-07","south_west",6,3
"1648","Unvaccinated","2021-03-07","south_west",6,0
"1649","Dose 1","2021-03-08","east_of_england",13,7
"1650","Unvaccinated","2021-03-08","east_of_england",12,1
"1651","Dose 1","2021-03-08","england",155,58
"1652","Dose 2","2021-03-08","england",3,2
"1653","Unvaccinated","2021-03-08","england",161,48
"1654","Dose 1","2021-03-08","london",13,3
"1655","Unvaccinated","2021-03-08","london",17,3
"1656","Dose 1","2021-03-08","midlands",28,15
"1657","Dose 2","2021-03-08","midlands",1,1
"1658","Unvaccinated","2021-03-08","midlands",43,17
"1659","Dose 1","2021-03-08","north_east_and_yorkshire",33,10
"1660","Dose 2","2021-03-08","north_east_and_yorkshire",1,0
"1661","Unvaccinated","2021-03-08","north_east_and_yorkshire",37,9
"1662","Dose 1","2021-03-08","north_west",30,9
"1663","Dose 2","2021-03-08","north_west",1,0
"1664","Unvaccinated","2021-03-08","north_west",34,6
"1665","Dose 1","2021-03-08","south_east",29,6
"1666","Unvaccinated","2021-03-08","south_east",8,0
"1667","Dose 1","2021-03-08","south_west",9,4
"1668","Unvaccinated","2021-03-08","south_west",10,1
"1669","Dose 1","2021-03-09","east_of_england",7,5
"1670","Unvaccinated","2021-03-09","east_of_england",17,0
"1671","Dose 1","2021-03-09","england",140,63
"1672","Dose 2","2021-03-09","england",7,1
"1673","Unvaccinated","2021-03-09","england",154,41
"1674","Dose 1","2021-03-09","london",14,5
"1675","Dose 2","2021-03-09","london",1,0
"1676","Unvaccinated","2021-03-09","london",24,3
"1677","Dose 1","2021-03-09","midlands",28,20
"1678","Dose 2","2021-03-09","midlands",1,0
"1679","Unvaccinated","2021-03-09","midlands",32,9
"1680","Dose 1","2021-03-09","north_east_and_yorkshire",41,9
"1681","Dose 2","2021-03-09","north_east_and_yorkshire",1,1
"1682","Unvaccinated","2021-03-09","north_east_and_yorkshire",32,5
"1683","Dose 1","2021-03-09","north_west",25,10
"1684","Dose 2","2021-03-09","north_west",1,0
"1685","Unvaccinated","2021-03-09","north_west",28,5
"1686","Dose 1","2021-03-09","south_east",16,8
"1687","Dose 2","2021-03-09","south_east",3,0
"1688","Unvaccinated","2021-03-09","south_east",11,2
"1689","Dose 1","2021-03-09","south_west",9,4
"1690","Unvaccinated","2021-03-09","south_west",10,0
"1691","Dose 1","2021-03-10","east_of_england",6,8
"1692","Unvaccinated","2021-03-10","east_of_england",11,1
"1693","Dose 1","2021-03-10","england",135,66
"1694","Dose 2","2021-03-10","england",3,2
"1695","Unvaccinated","2021-03-10","england",128,21
"1696","Dose 1","2021-03-10","london",12,5
"1697","Dose 2","2021-03-10","london",1,0
"1698","Unvaccinated","2021-03-10","london",15,0
"1699","Dose 1","2021-03-10","midlands",39,19
"1700","Unvaccinated","2021-03-10","midlands",28,6
"1701","Dose 1","2021-03-10","north_east_and_yorkshire",33,8
"1702","Unvaccinated","2021-03-10","north_east_and_yorkshire",33,2
"1703","Dose 1","2021-03-10","north_west",22,9
"1704","Dose 2","2021-03-10","north_west",1,0
"1705","Unvaccinated","2021-03-10","north_west",20,4
"1706","Dose 1","2021-03-10","south_east",16,7
"1707","Dose 2","2021-03-10","south_east",1,1
"1708","Unvaccinated","2021-03-10","south_east",13,2
"1709","Dose 1","2021-03-10","south_west",7,3
"1710","Unvaccinated","2021-03-10","south_west",8,1
"1711","Dose 1","2021-03-11","east_of_england",18,5
"1712","Dose 2","2021-03-11","east_of_england",1,0
"1713","Unvaccinated","2021-03-11","east_of_england",16,1
"1714","Dose 1","2021-03-11","england",130,76
"1715","Dose 2","2021-03-11","england",5,1
"1716","Unvaccinated","2021-03-11","england",150,26
"1717","Dose 1","2021-03-11","london",8,4
"1718","Unvaccinated","2021-03-11","london",9,1
"1719","Dose 1","2021-03-11","midlands",29,22
"1720","Dose 2","2021-03-11","midlands",1,0
"1721","Unvaccinated","2021-03-11","midlands",32,7
"1722","Dose 1","2021-03-11","north_east_and_yorkshire",31,16
"1723","Dose 2","2021-03-11","north_east_and_yorkshire",1,0
"1724","Unvaccinated","2021-03-11","north_east_and_yorkshire",36,4
"1725","Dose 1","2021-03-11","north_west",21,9
"1726","Dose 2","2021-03-11","north_west",1,1
"1727","Unvaccinated","2021-03-11","north_west",28,5
"1728","Dose 1","2021-03-11","south_east",15,11
"1729","Unvaccinated","2021-03-11","south_east",20,4
"1730","Dose 1","2021-03-11","south_west",8,3
"1731","Dose 2","2021-03-11","south_west",1,0
"1732","Unvaccinated","2021-03-11","south_west",9,0
"1733","Dose 1","2021-03-12","east_of_england",9,2
"1734","Dose 2","2021-03-12","east_of_england",4,0
"1735","Unvaccinated","2021-03-12","east_of_england",8,0
"1736","Dose 1","2021-03-12","england",106,46
"1737","Dose 2","2021-03-12","england",7,3
"1738","Unvaccinated","2021-03-12","england",130,24
"1739","Dose 1","2021-03-12","london",8,0
"1740","Dose 2","2021-03-12","london",2,0
"1741","Unvaccinated","2021-03-12","london",10,1
"1742","Dose 1","2021-03-12","midlands",25,14
"1743","Unvaccinated","2021-03-12","midlands",27,11
"1744","Dose 1","2021-03-12","north_east_and_yorkshire",17,12
"1745","Unvaccinated","2021-03-12","north_east_and_yorkshire",39,2
"1746","Dose 1","2021-03-12","north_west",30,5
"1747","Unvaccinated","2021-03-12","north_west",28,1
"1748","Dose 1","2021-03-12","south_east",10,7
"1749","Dose 2","2021-03-12","south_east",1,1
"1750","Unvaccinated","2021-03-12","south_east",14,0
"1751","Dose 1","2021-03-12","south_west",7,3
"1752","Unvaccinated","2021-03-12","south_west",4,1
"1753","Dose 1","2021-03-13","east_of_england",9,2
"1754","Dose 2","2021-03-13","east_of_england",2,1
"1755","Unvaccinated","2021-03-13","east_of_england",11,3
"1756","Dose 1","2021-03-13","england",116,61
"1757","Dose 2","2021-03-13","england",3,1
"1758","Unvaccinated","2021-03-13","england",112,33
"1759","Dose 1","2021-03-13","london",11,4
"1760","Unvaccinated","2021-03-13","london",15,1
"1761","Dose 1","2021-03-13","midlands",30,15
"1762","Unvaccinated","2021-03-13","midlands",19,4
"1763","Dose 1","2021-03-13","north_east_and_yorkshire",20,11
"1764","Dose 2","2021-03-13","north_east_and_yorkshire",1,0
"1765","Unvaccinated","2021-03-13","north_east_and_yorkshire",32,6
"1766","Dose 1","2021-03-13","north_west",31,5
"1767","Unvaccinated","2021-03-13","north_west",21,3
"1768","Dose 1","2021-03-13","south_east",9,11
"1769","Unvaccinated","2021-03-13","south_east",9,0
"1770","Dose 1","2021-03-13","south_west",6,6
"1771","Unvaccinated","2021-03-13","south_west",5,0
"1772","Dose 1","2021-03-14","east_of_england",11,7
"1773","Dose 2","2021-03-14","east_of_england",2,0
"1774","Unvaccinated","2021-03-14","east_of_england",4,0
"1775","Dose 1","2021-03-14","england",116,55
"1776","Dose 2","2021-03-14","england",7,1
"1777","Unvaccinated","2021-03-14","england",103,23
"1778","Dose 1","2021-03-14","london",9,3
"1779","Dose 2","2021-03-14","london",1,1
"1780","Unvaccinated","2021-03-14","london",18,0
"1781","Dose 1","2021-03-14","midlands",40,12
"1782","Dose 2","2021-03-14","midlands",1,0
"1783","Unvaccinated","2021-03-14","midlands",19,3
"1784","Dose 1","2021-03-14","north_east_and_yorkshire",21,10
"1785","Unvaccinated","2021-03-14","north_east_and_yorkshire",31,3
"1786","Dose 1","2021-03-14","north_west",16,11
"1787","Unvaccinated","2021-03-14","north_west",23,7
"1788","Dose 1","2021-03-14","south_east",13,6
"1789","Dose 2","2021-03-14","south_east",2,0
"1790","Unvaccinated","2021-03-14","south_east",5,0
"1791","Dose 1","2021-03-14","south_west",6,0
"1792","Dose 2","2021-03-14","south_west",1,0
"1793","Unvaccinated","2021-03-14","south_west",3,0
"1794","Dose 1","2021-03-15","east_of_england",12,3
"1795","Dose 2","2021-03-15","east_of_england",1,0
"1796","Unvaccinated","2021-03-15","east_of_england",11,0
"1797","Dose 1","2021-03-15","england",117,50
"1798","Dose 2","2021-03-15","england",4,2
"1799","Unvaccinated","2021-03-15","england",125,27
"1800","Dose 1","2021-03-15","london",4,3
"1801","Dose 2","2021-03-15","london",1,0
"1802","Unvaccinated","2021-03-15","london",13,1
"1803","Dose 1","2021-03-15","midlands",31,14
"1804","Unvaccinated","2021-03-15","midlands",23,5
"1805","Dose 1","2021-03-15","north_east_and_yorkshire",23,9
"1806","Dose 2","2021-03-15","north_east_and_yorkshire",1,1
"1807","Unvaccinated","2021-03-15","north_east_and_yorkshire",28,7
"1808","Dose 1","2021-03-15","north_west",26,10
"1809","Dose 2","2021-03-15","north_west",1,1
"1810","Unvaccinated","2021-03-15","north_west",28,3
"1811","Dose 1","2021-03-15","south_east",17,7
"1812","Unvaccinated","2021-03-15","south_east",15,3
"1813","Dose 1","2021-03-15","south_west",4,1
"1814","Unvaccinated","2021-03-15","south_west",7,0
"1815","Dose 1","2021-03-16","east_of_england",13,6
"1816","Unvaccinated","2021-03-16","east_of_england",7,2
"1817","Dose 1","2021-03-16","england",120,40
"1818","Dose 2","2021-03-16","england",3,2
"1819","Unvaccinated","2021-03-16","england",108,21
"1820","Dose 1","2021-03-16","london",7,0
"1821","Dose 2","2021-03-16","london",1,2
"1822","Unvaccinated","2021-03-16","london",11,1
"1823","Dose 1","2021-03-16","midlands",38,10
"1824","Unvaccinated","2021-03-16","midlands",32,5
"1825","Dose 1","2021-03-16","north_east_and_yorkshire",22,7
"1826","Unvaccinated","2021-03-16","north_east_and_yorkshire",32,3
"1827","Dose 1","2021-03-16","north_west",20,6
"1828","Unvaccinated","2021-03-16","north_west",16,1
"1829","Dose 1","2021-03-16","south_east",12,4
"1830","Dose 2","2021-03-16","south_east",2,0
"1831","Unvaccinated","2021-03-16","south_east",5,0
"1832","Dose 1","2021-03-16","south_west",8,3
"1833","Unvaccinated","2021-03-16","south_west",5,0
"1834","Dose 1","2021-03-17","east_of_england",11,2
"1835","Unvaccinated","2021-03-17","east_of_england",9,2
"1836","Dose 1","2021-03-17","england",92,40
"1837","Dose 2","2021-03-17","england",3,2
"1838","Unvaccinated","2021-03-17","england",124,18
"1839","Dose 1","2021-03-17","london",5,2
"1840","Unvaccinated","2021-03-17","london",16,3
"1841","Dose 1","2021-03-17","midlands",21,17
"1842","Unvaccinated","2021-03-17","midlands",13,2
"1843","Dose 1","2021-03-17","north_east_and_yorkshire",25,6
"1844","Dose 2","2021-03-17","north_east_and_yorkshire",2,0
"1845","Unvaccinated","2021-03-17","north_east_and_yorkshire",44,3
"1846","Dose 1","2021-03-17","north_west",16,5
"1847","Dose 2","2021-03-17","north_west",1,0
"1848","Unvaccinated","2021-03-17","north_west",21,3
"1849","Dose 1","2021-03-17","south_east",10,3
"1850","Unvaccinated","2021-03-17","south_east",13,0
"1851","Dose 1","2021-03-17","south_west",4,1
"1852","Unvaccinated","2021-03-17","south_west",8,0
"1853","Dose 1","2021-03-18","east_of_england",11,2
"1854","Unvaccinated","2021-03-18","east_of_england",6,0
"1855","Dose 1","2021-03-18","england",114,24
"1856","Unvaccinated","2021-03-18","england",88,16
"1857","Dose 1","2021-03-18","london",12,0
"1858","Unvaccinated","2021-03-18","london",15,1
"1859","Dose 1","2021-03-18","midlands",21,9
"1860","Unvaccinated","2021-03-18","midlands",26,6
"1861","Dose 1","2021-03-18","north_east_and_yorkshire",26,6
"1862","Unvaccinated","2021-03-18","north_east_and_yorkshire",20,1
"1863","Dose 1","2021-03-18","north_west",21,3
"1864","Unvaccinated","2021-03-18","north_west",11,1
"1865","Dose 1","2021-03-18","south_east",20,3
"1866","Unvaccinated","2021-03-18","south_east",5,1
"1867","Dose 1","2021-03-18","south_west",3,0
"1868","Unvaccinated","2021-03-18","south_west",5,0
"1869","Dose 1","2021-03-19","east_of_england",4,3
"1870","Unvaccinated","2021-03-19","east_of_england",4,0
"1871","Dose 1","2021-03-19","england",89,39
"1872","Dose 2","2021-03-19","england",1,1
"1873","Unvaccinated","2021-03-19","england",90,11
"1874","Dose 1","2021-03-19","london",7,0
"1875","Unvaccinated","2021-03-19","london",14,0
"1876","Dose 1","2021-03-19","midlands",20,4
"1877","Unvaccinated","2021-03-19","midlands",17,5
"1878","Dose 1","2021-03-19","north_east_and_yorkshire",25,7
"1879","Unvaccinated","2021-03-19","north_east_and_yorkshire",21,1
"1880","Dose 1","2021-03-19","north_west",16,10
"1881","Dose 2","2021-03-19","north_west",1,0
"1882","Unvaccinated","2021-03-19","north_west",20,0
"1883","Dose 1","2021-03-19","south_east",12,9
"1884","Unvaccinated","2021-03-19","south_east",9,4
"1885","Dose 1","2021-03-19","south_west",5,2
"1886","Unvaccinated","2021-03-19","south_west",5,0
"1887","Dose 1","2021-03-20","east_of_england",11,4
"1888","Unvaccinated","2021-03-20","east_of_england",12,0
"1889","Dose 1","2021-03-20","england",81,41
"1890","Unvaccinated","2021-03-20","england",88,12
"1891","Dose 1","2021-03-20","london",7,1
"1892","Unvaccinated","2021-03-20","london",9,0
"1893","Dose 1","2021-03-20","midlands",18,15
"1894","Unvaccinated","2021-03-20","midlands",19,2
"1895","Dose 1","2021-03-20","north_east_and_yorkshire",19,6
"1896","Unvaccinated","2021-03-20","north_east_and_yorkshire",19,2
"1897","Dose 1","2021-03-20","north_west",17,7
"1898","Unvaccinated","2021-03-20","north_west",15,3
"1899","Dose 1","2021-03-20","south_east",9,5
"1900","Unvaccinated","2021-03-20","south_east",12,0
"1901","Unvaccinated","2021-03-20","south_west",2,0
"1902","Dose 1","2021-03-21","east_of_england",10,5
"1903","Dose 2","2021-03-21","east_of_england",1,0
"1904","Unvaccinated","2021-03-21","east_of_england",8,1
"1905","Dose 1","2021-03-21","england",71,43
"1906","Dose 2","2021-03-21","england",4,3
"1907","Unvaccinated","2021-03-21","england",74,18
"1908","Dose 1","2021-03-21","london",10,2
"1909","Unvaccinated","2021-03-21","london",12,1
"1910","Dose 1","2021-03-21","midlands",17,9
"1911","Unvaccinated","2021-03-21","midlands",15,5
"1912","Dose 1","2021-03-21","north_east_and_yorkshire",8,8
"1913","Dose 2","2021-03-21","north_east_and_yorkshire",1,2
"1914","Unvaccinated","2021-03-21","north_east_and_yorkshire",17,0
"1915","Dose 1","2021-03-21","north_west",13,9
"1916","Dose 2","2021-03-21","north_west",2,1
"1917","Unvaccinated","2021-03-21","north_west",13,1
"1918","Dose 1","2021-03-21","south_east",4,1
"1919","Unvaccinated","2021-03-21","south_east",8,1
"1920","Dose 1","2021-03-21","south_west",9,6
"1921","Unvaccinated","2021-03-21","south_west",1,0
"1922","Dose 1","2021-03-22","east_of_england",5,2
"1923","Dose 2","2021-03-22","east_of_england",1,0
"1924","Unvaccinated","2021-03-22","east_of_england",9,0
"1925","Dose 1","2021-03-22","england",81,28
"1926","Dose 2","2021-03-22","england",2,2
"1927","Unvaccinated","2021-03-22","england",95,17
"1928","Dose 1","2021-03-22","london",5,2
"1929","Unvaccinated","2021-03-22","london",12,1
"1930","Dose 1","2021-03-22","midlands",14,9
"1931","Dose 2","2021-03-22","midlands",1,1
"1932","Unvaccinated","2021-03-22","midlands",22,1
"1933","Dose 1","2021-03-22","north_east_and_yorkshire",17,2
"1934","Unvaccinated","2021-03-22","north_east_and_yorkshire",27,3
"1935","Dose 1","2021-03-22","north_west",20,2
"1936","Unvaccinated","2021-03-22","north_west",12,1
"1937","Dose 1","2021-03-22","south_east",15,4
"1938","Unvaccinated","2021-03-22","south_east",9,1
"1939","Dose 1","2021-03-22","south_west",5,0
"1940","Unvaccinated","2021-03-22","south_west",4,1
"1941","Dose 1","2021-03-23","east_of_england",3,1
"1942","Unvaccinated","2021-03-23","east_of_england",7,1
"1943","Dose 1","2021-03-23","england",86,27
"1944","Dose 2","2021-03-23","england",1,0
"1945","Unvaccinated","2021-03-23","england",85,14
"1946","Dose 1","2021-03-23","london",8,1
"1947","Unvaccinated","2021-03-23","london",13,0
"1948","Dose 1","2021-03-23","midlands",14,7
"1949","Dose 2","2021-03-23","midlands",1,0
"1950","Unvaccinated","2021-03-23","midlands",21,2
"1951","Dose 1","2021-03-23","north_east_and_yorkshire",28,5
"1952","Unvaccinated","2021-03-23","north_east_and_yorkshire",15,3
"1953","Dose 1","2021-03-23","north_west",17,6
"1954","Unvaccinated","2021-03-23","north_west",14,1
"1955","Dose 1","2021-03-23","south_east",10,3
"1956","Unvaccinated","2021-03-23","south_east",8,0
"1957","Dose 1","2021-03-23","south_west",6,0
"1958","Unvaccinated","2021-03-23","south_west",7,0
"1959","Dose 1","2021-03-24","east_of_england",6,1
"1960","Dose 2","2021-03-24","east_of_england",1,0
"1961","Unvaccinated","2021-03-24","east_of_england",5,2
"1962","Dose 1","2021-03-24","england",91,20
"1963","Dose 2","2021-03-24","england",7,0
"1964","Unvaccinated","2021-03-24","england",106,15
"1965","Dose 1","2021-03-24","london",3,1
"1966","Dose 2","2021-03-24","london",1,0
"1967","Unvaccinated","2021-03-24","london",14,1
"1968","Dose 1","2021-03-24","midlands",22,1
"1969","Unvaccinated","2021-03-24","midlands",17,0
"1970","Dose 1","2021-03-24","north_east_and_yorkshire",29,6
"1971","Dose 2","2021-03-24","north_east_and_yorkshire",3,0
"1972","Unvaccinated","2021-03-24","north_east_and_yorkshire",35,2
"1973","Dose 1","2021-03-24","north_west",15,6
"1974","Dose 2","2021-03-24","north_west",2,0
"1975","Unvaccinated","2021-03-24","north_west",25,2
"1976","Dose 1","2021-03-24","south_east",8,1
"1977","Unvaccinated","2021-03-24","south_east",6,0
"1978","Dose 1","2021-03-24","south_west",8,1
"1979","Unvaccinated","2021-03-24","south_west",4,0
"1980","Dose 1","2021-03-25","east_of_england",4,0
"1981","Dose 2","2021-03-25","east_of_england",1,0
"1982","Unvaccinated","2021-03-25","east_of_england",3,0
"1983","Dose 1","2021-03-25","england",79,24
"1984","Dose 2","2021-03-25","england",3,0
"1985","Unvaccinated","2021-03-25","england",91,10
"1986","Dose 1","2021-03-25","london",5,0
"1987","Dose 2","2021-03-25","london",1,0
"1988","Unvaccinated","2021-03-25","london",7,0
"1989","Dose 1","2021-03-25","midlands",17,7
"1990","Unvaccinated","2021-03-25","midlands",33,0
"1991","Dose 1","2021-03-25","north_east_and_yorkshire",26,2
"1992","Dose 2","2021-03-25","north_east_and_yorkshire",1,0
"1993","Unvaccinated","2021-03-25","north_east_and_yorkshire",23,0
"1994","Dose 1","2021-03-25","north_west",21,9
"1995","Unvaccinated","2021-03-25","north_west",21,1
"1996","Dose 1","2021-03-25","south_east",5,1
"1997","Unvaccinated","2021-03-25","south_east",2,0
"1998","Dose 1","2021-03-25","south_west",1,0
"1999","Unvaccinated","2021-03-25","south_west",2,0
"2000","Dose 1","2021-03-26","east_of_england",9,1
"2001","Unvaccinated","2021-03-26","east_of_england",4,0
"2002","Dose 1","2021-03-26","england",75,26
"2003","Dose 2","2021-03-26","england",7,0
"2004","Unvaccinated","2021-03-26","england",75,6
"2005","Dose 1","2021-03-26","london",9,1
"2006","Unvaccinated","2021-03-26","london",5,1
"2007","Dose 1","2021-03-26","midlands",19,13
"2008","Unvaccinated","2021-03-26","midlands",24,1
"2009","Dose 1","2021-03-26","north_east_and_yorkshire",17,1
"2010","Dose 2","2021-03-26","north_east_and_yorkshire",2,0
"2011","Unvaccinated","2021-03-26","north_east_and_yorkshire",18,2
"2012","Dose 1","2021-03-26","north_west",10,4
"2013","Dose 2","2021-03-26","north_west",3,0
"2014","Unvaccinated","2021-03-26","north_west",14,0
"2015","Dose 1","2021-03-26","south_east",8,4
"2016","Dose 2","2021-03-26","south_east",1,0
"2017","Unvaccinated","2021-03-26","south_east",4,0
"2018","Dose 1","2021-03-26","south_west",3,0
"2019","Dose 2","2021-03-26","south_west",1,0
"2020","Unvaccinated","2021-03-26","south_west",6,0
"2021","Dose 1","2021-03-27","east_of_england",7,0
"2022","Dose 2","2021-03-27","east_of_england",1,0
"2023","Unvaccinated","2021-03-27","east_of_england",7,1
"2024","Dose 1","2021-03-27","england",72,23
"2025","Dose 2","2021-03-27","england",4,0
"2026","Unvaccinated","2021-03-27","england",81,6
"2027","Dose 1","2021-03-27","london",6,5
"2028","Unvaccinated","2021-03-27","london",10,1
"2029","Dose 1","2021-03-27","midlands",18,7
"2030","Dose 2","2021-03-27","midlands",2,0
"2031","Unvaccinated","2021-03-27","midlands",22,1
"2032","Dose 1","2021-03-27","north_east_and_yorkshire",15,3
"2033","Dose 2","2021-03-27","north_east_and_yorkshire",1,0
"2034","Unvaccinated","2021-03-27","north_east_and_yorkshire",23,1
"2035","Dose 1","2021-03-27","north_west",16,2
"2036","Unvaccinated","2021-03-27","north_west",14,0
"2037","Dose 1","2021-03-27","south_east",9,3
"2038","Unvaccinated","2021-03-27","south_east",3,0
"2039","Dose 1","2021-03-27","south_west",1,0
"2040","Unvaccinated","2021-03-27","south_west",2,0
"2041","Dose 1","2021-03-28","east_of_england",4,2
"2042","Unvaccinated","2021-03-28","east_of_england",8,2
"2043","Dose 1","2021-03-28","england",57,15
"2044","Dose 2","2021-03-28","england",1,0
"2045","Unvaccinated","2021-03-28","england",74,11
"2046","Dose 1","2021-03-28","london",7,2
"2047","Unvaccinated","2021-03-28","london",9,0
"2048","Dose 1","2021-03-28","midlands",16,2
"2049","Unvaccinated","2021-03-28","midlands",13,0
"2050","Dose 1","2021-03-28","north_east_and_yorkshire",12,3
"2051","Dose 2","2021-03-28","north_east_and_yorkshire",1,0
"2052","Unvaccinated","2021-03-28","north_east_and_yorkshire",24,1
"2053","Dose 1","2021-03-28","north_west",12,2
"2054","Unvaccinated","2021-03-28","north_west",11,3
"2055","Dose 1","2021-03-28","south_east",3,0
"2056","Unvaccinated","2021-03-28","south_east",3,0
"2057","Dose 1","2021-03-28","south_west",3,0
"2058","Unvaccinated","2021-03-28","south_west",6,0
"2059","Dose 1","2021-03-29","east_of_england",2,1
"2060","Unvaccinated","2021-03-29","east_of_england",3,0
"2061","Dose 1","2021-03-29","england",57,17
"2062","Dose 2","2021-03-29","england",2,2
"2063","Unvaccinated","2021-03-29","england",62,5
"2064","Dose 1","2021-03-29","london",8,0
"2065","Unvaccinated","2021-03-29","london",11,0
"2066","Dose 1","2021-03-29","midlands",12,5
"2067","Dose 2","2021-03-29","midlands",1,0
"2068","Unvaccinated","2021-03-29","midlands",15,1
"2069","Dose 1","2021-03-29","north_east_and_yorkshire",17,3
"2070","Unvaccinated","2021-03-29","north_east_and_yorkshire",17,1
"2071","Dose 1","2021-03-29","north_west",10,2
"2072","Dose 2","2021-03-29","north_west",1,1
"2073","Unvaccinated","2021-03-29","north_west",10,1
"2074","Dose 1","2021-03-29","south_east",7,1
"2075","Unvaccinated","2021-03-29","south_east",4,1
"2076","Dose 1","2021-03-29","south_west",1,0
"2077","Unvaccinated","2021-03-29","south_west",2,0
"2078","Dose 1","2021-03-30","east_of_england",2,3
"2079","Dose 2","2021-03-30","east_of_england",1,0
"2080","Unvaccinated","2021-03-30","east_of_england",10,1
"2081","Dose 1","2021-03-30","england",67,24
"2082","Dose 2","2021-03-30","england",3,1
"2083","Unvaccinated","2021-03-30","england",63,10
"2084","Dose 1","2021-03-30","london",8,0
"2085","Dose 2","2021-03-30","london",1,0
"2086","Unvaccinated","2021-03-30","london",6,0
"2087","Dose 1","2021-03-30","midlands",18,6
"2088","Unvaccinated","2021-03-30","midlands",12,3
"2089","Dose 1","2021-03-30","north_east_and_yorkshire",17,4
"2090","Unvaccinated","2021-03-30","north_east_and_yorkshire",21,2
"2091","Dose 1","2021-03-30","north_west",14,5
"2092","Unvaccinated","2021-03-30","north_west",10,0
"2093","Dose 1","2021-03-30","south_east",6,0
"2094","Unvaccinated","2021-03-30","south_east",2,0
"2095","Dose 1","2021-03-30","south_west",2,0
"2096","Dose 2","2021-03-30","south_west",1,0
"2097","Unvaccinated","2021-03-30","south_west",2,0
"2098","Dose 1","2021-03-31","east_of_england",5,1
"2099","Unvaccinated","2021-03-31","east_of_england",3,0
"2100","Dose 1","2021-03-31","england",64,21
"2101","Dose 2","2021-03-31","england",3,1
"2102","Unvaccinated","2021-03-31","england",74,9
"2103","Dose 1","2021-03-31","london",7,1
"2104","Dose 2","2021-03-31","london",1,0
"2105","Unvaccinated","2021-03-31","london",8,1
"2106","Dose 1","2021-03-31","midlands",13,5
"2107","Unvaccinated","2021-03-31","midlands",23,2
"2108","Dose 1","2021-03-31","north_east_and_yorkshire",14,4
"2109","Dose 2","2021-03-31","north_east_and_yorkshire",1,0
"2110","Unvaccinated","2021-03-31","north_east_and_yorkshire",16,0
"2111","Dose 1","2021-03-31","north_west",12,2
"2112","Unvaccinated","2021-03-31","north_west",13,1
"2113","Dose 1","2021-03-31","south_east",7,3
"2114","Dose 2","2021-03-31","south_east",1,0
"2115","Unvaccinated","2021-03-31","south_east",7,1
"2116","Dose 1","2021-03-31","south_west",6,2
"2117","Unvaccinated","2021-03-31","south_west",4,0
"2118","Dose 1","2021-04-01","east_of_england",8,0
"2119","Dose 2","2021-04-01","east_of_england",1,0
"2120","Unvaccinated","2021-04-01","east_of_england",8,0
"2121","Dose 1","2021-04-01","england",76,14
"2122","Dose 2","2021-04-01","england",8,2
"2123","Unvaccinated","2021-04-01","england",61,10
"2124","Dose 1","2021-04-01","london",9,1
"2125","Unvaccinated","2021-04-01","london",5,0
"2126","Dose 1","2021-04-01","midlands",17,3
"2127","Dose 2","2021-04-01","midlands",2,0
"2128","Unvaccinated","2021-04-01","midlands",5,0
"2129","Dose 1","2021-04-01","north_east_and_yorkshire",22,5
"2130","Dose 2","2021-04-01","north_east_and_yorkshire",1,0
"2131","Unvaccinated","2021-04-01","north_east_and_yorkshire",21,1
"2132","Dose 1","2021-04-01","north_west",12,1
